Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted
2020-04-01,Italy,Veneto,2283,31,464,1788,3707
2020-04-01,South Africa,Gauteng,1524,63,1060,401,8864
2020-04-01,South Africa,KwaZulu-Natal,4601,30,2144,2427,9865
2020-04-01,South Africa,Western Cape,3655,54,2506,1095,9333
2020-04-02,India,Maharashtra,4023,51,502,3470,7246
2020-04-02,India,Kerala,606,14,176,416,8898
2020-04-02,India,Delhi,719,20,683,16,7411
2020-04-02,USA,New York,531,17,297,217,6445
2020-04-02,USA,California,1290,22,740,528,10625
2020-04-02,USA,Texas,1836,15,411,1410,5111
2020-04-02,Brazil,São Paulo,1939,63,53,1823,8851
2020-04-02,Brazil,Rio de Janeiro,4538,146,3022,1370,13195
2020-04-02,Brazil,Bahia,4519,33,706,3780,6596
2020-04-02,Italy,Lombardy,2533,50,1960,523,12145
2020-04-02,Italy,Lazio,3365,104,2354,907,5573
2020-04-02,Italy,Veneto,1026,20,657,349,3241
2020-04-02,South Africa,Gauteng,3686,119,2785,782,13162
2020-04-02,South Africa,KwaZulu-Natal,2822,32,2258,532,6803
2020-04-02,South Africa,Western Cape,1057,27,1029,1,2964
2020-04-03,India,Maharashtra,1017,33,156,828,6999
2020-04-03,India,Kerala,1348,20,660,668,6042
2020-04-03,India,Delhi,2834,132,1163,1539,5126
2020-04-03,USA,New York,2052,25,1300,727,7548
2020-04-03,USA,California,1025,40,310,675,10765
2020-04-03,USA,Texas,765,32,656,77,4527
2020-04-03,Brazil,São Paulo,4848,241,1263,3344,8652
2020-04-03,Brazil,Rio de Janeiro,4957,86,4617,254,6631
2020-04-03,Brazil,Bahia,232,1,11,220,5568
2020-04-03,Italy,Lombardy,1726,73,853,800,3222
2020-04-03,Italy,Lazio,4079,160,2234,1685,9824
2020-04-03,Italy,Veneto,2474,61,1003,1410,10127
2020-04-03,South Africa,Gauteng,2436,58,298,2080,4417
2020-04-03,South Africa,KwaZulu-Natal,1294,56,851,387,10227
2020-04-03,South Africa,Western Cape,3804,52,1393,2359,7157
2020-04-04,India,Maharashtra,2560,81,1414,1065,10092
2020-04-04,India,Kerala,1071,48,758,265,10508
2020-04-04,India,Delhi,4601,27,2614,1960,9561
2020-04-04,USA,New York,3821,31,1095,2695,12187
2020-04-04,USA,California,2030,18,198,1814,3859
2020-04-04,USA,Texas,2377,49,1712,616,7444
2020-04-04,Brazil,São Paulo,1308,41,1183,84,7431
2020-04-04,Brazil,Rio de Janeiro,1555,20,1020,515,10988
2020-04-04,Brazil,Bahia,3824,127,3600,97,9879
2020-04-04,Italy,Lombardy,4074,5,368,3701,11516
2020-04-04,Italy,Lazio,4140,117,3959,64,9084
2020-04-04,Italy,Veneto,1762,74,722,966,3559
2020-04-04,South Africa,Gauteng,414,9,253,152,9124
2020-04-04,South Africa,KwaZulu-Natal,2340,68,33,2239,5101
2020-04-04,South Africa,Western Cape,3530,34,1083,2413,10522
2020-04-05,India,Maharashtra,3303,93,185,3025,10866
2020-04-05,India,Kerala,419,18,287,114,4608
2020-04-05,India,Delhi,2969,141,1182,1646,5173
2020-04-05,USA,New York,3164,129,1844,1191,8746
2020-04-05,USA,California,973,8,99,866,8426
2020-04-05,USA,Texas,3057,86,2284,687,10047
2020-04-05,Brazil,São Paulo,1181,12,1042,127,8757
2020-04-05,Brazil,Rio de Janeiro,4096,10,185,3901,5733
2020-04-05,Brazil,Bahia,1122,45,682,395,9883
2020-04-05,Italy,Lombardy,4254,116,1220,2918,13700
2020-04-05,Italy,Lazio,1145,20,652,473,4807
2020-04-05,Italy,Veneto,3219,157,3028,34,9121
2020-04-05,South Africa,Gauteng,4863,86,4155,622,14214
2020-04-05,South Africa,KwaZulu-Natal,4360,125,2455,1780,13140
2020-04-05,South Africa,Western Cape,136,2,84,50,2931
2020-04-06,India,Maharashtra,3412,149,1260,2003,4848
2020-04-06,India,Kerala,4889,121,2175,2593,9617
2020-04-06,India,Delhi,420,18,245,157,4213
2020-04-06,USA,New York,4294,161,3114,1019,7715
2020-04-06,USA,California,1984,4,1172,808,4784
2020-04-06,USA,Texas,1562,2,903,657,7701
2020-04-06,Brazil,São Paulo,3430,38,1691,1701,7770
2020-04-06,Brazil,Rio de Janeiro,3361,128,3174,59,12087
2020-04-06,Brazil,Bahia,510,22,70,418,10008
2020-04-06,Italy,Lombardy,1698,71,665,962,10535
2020-04-06,Italy,Lazio,4304,96,2570,1638,8141
2020-04-06,Italy,Veneto,3765,136,1402,2227,13715
2020-04-06,South Africa,Gauteng,2902,67,2498,337,11834
2020-04-06,South Africa,KwaZulu-Natal,1575,31,571,973,7465
2020-04-06,South Africa,Western Cape,1842,38,1579,225,7577
2020-04-07,India,Maharashtra,1698,62,649,987,10559
2020-04-07,India,Kerala,2857,70,1178,1609,5853
2020-04-07,India,Delhi,4697,173,4449,75,11917
2020-04-07,USA,New York,3232,88,599,2545,8990
2020-04-07,USA,California,344,9,40,295,7018
2020-04-07,USA,Texas,3623,167,1050,2406,12472
2020-04-07,Brazil,São Paulo,1752,25,1695,32,11576
2020-04-07,Brazil,Rio de Janeiro,2221,71,1112,1038,5470
2020-04-07,Brazil,Bahia,894,39,758,97,5814
2020-04-07,Italy,Lombardy,1986,6,1371,609,11686
2020-04-07,Italy,Lazio,1848,81,476,1291,3708
2020-04-07,Italy,Veneto,820,26,338,456,9559
2020-04-07,South Africa,Gauteng,823,8,5,810,4410
2020-04-07,South Africa,KwaZulu-Natal,3333,121,1955,1257,7600
2020-04-07,South Africa,Western Cape,2353,41,1169,1143,4322
2020-04-08,India,Maharashtra,732,36,237,459,10499
2020-04-08,India,Kerala,305,5,213,87,4185
2020-04-08,India,Delhi,297,13,203,81,9413
2020-04-08,USA,New York,1526,37,76,1413,2677
2020-04-08,USA,California,2444,72,439,1933,8933
2020-04-08,USA,Texas,2331,58,2225,48,11921
2020-04-08,Brazil,São Paulo,4046,34,3485,527,13307
2020-04-08,Brazil,Rio de Janeiro,3834,69,789,2976,6679
2020-04-08,Brazil,Bahia,2708,41,1879,788,7923
2020-04-08,Italy,Lombardy,1525,1,1508,16,8048
2020-04-08,Italy,Lazio,2416,72,791,1553,6291
2020-04-08,Italy,Veneto,3321,109,2110,1102,9693
2020-04-08,South Africa,Gauteng,710,25,685,0,3272
2020-04-08,South Africa,KwaZulu-Natal,1513,17,977,519,7814
2020-04-08,South Africa,Western Cape,2032,0,534,1498,9316
2020-04-09,India,Maharashtra,1929,57,1543,329,7303
2020-04-09,India,Kerala,2700,77,2385,238,3887
2020-04-09,India,Delhi,2142,83,1472,587,7013
2020-04-09,USA,New York,508,21,60,427,9133
2020-04-09,USA,California,2513,20,1660,833,11746
2020-04-09,USA,Texas,2547,30,1208,1309,9568
2020-04-09,Brazil,São Paulo,1809,28,273,1508,10643
2020-04-09,Brazil,Rio de Janeiro,1254,29,765,460,9067
2020-04-09,Brazil,Bahia,4499,120,1789,2590,9553
2020-04-09,Italy,Lombardy,4880,223,670,3987,14489
2020-04-09,Italy,Lazio,3659,135,2882,642,10586
2020-04-09,Italy,Veneto,639,7,63,569,10611
2020-04-09,South Africa,Gauteng,4140,51,2345,1744,13932
2020-04-09,South Africa,KwaZulu-Natal,1227,10,671,546,10752
2020-04-09,South Africa,Western Cape,3619,29,2786,804,7984
2020-04-10,India,Maharashtra,4777,125,744,3908,14138
2020-04-10,India,Kerala,3649,14,1857,1778,6810
2020-04-10,India,Delhi,4204,106,3742,356,6149
2020-04-10,USA,New York,4577,118,2524,1935,5933
2020-04-10,USA,California,3243,65,12,3166,7813
2020-04-10,USA,Texas,4737,18,371,4348,12678
2020-04-10,Brazil,São Paulo,2822,16,2216,590,4809
2020-04-10,Brazil,Rio de Janeiro,565,15,32,518,6268
2020-04-10,Brazil,Bahia,3349,46,3149,154,6567
2020-04-10,Italy,Lombardy,3443,95,1566,1782,11791
2020-04-10,Italy,Lazio,3092,96,328,2668,12927
2020-04-10,Italy,Veneto,1089,41,712,336,4032
2020-04-10,South Africa,Gauteng,1462,68,804,590,11126
2020-04-10,South Africa,KwaZulu-Natal,1043,46,228,769,2099
2020-04-10,South Africa,Western Cape,186,4,118,64,10106
2020-04-11,India,Maharashtra,3474,136,1553,1785,8236
2020-04-11,India,Kerala,2027,58,708,1261,5568
2020-04-11,India,Delhi,2258,24,462,1772,3785
2020-04-11,USA,New York,3434,157,3137,140,4690
2020-04-11,USA,California,1971,26,137,1808,4624
2020-04-11,USA,Texas,4865,8,3657,1200,6662
2020-04-11,Brazil,São Paulo,2004,94,90,1820,9594
2020-04-11,Brazil,Rio de Janeiro,3595,59,2210,1326,8154
2020-04-11,Brazil,Bahia,462,4,257,201,6201
2020-04-11,Italy,Lombardy,1918,93,1179,646,8142
2020-04-11,Italy,Lazio,4730,153,2626,1951,9611
2020-04-11,Italy,Veneto,2472,112,586,1774,12012
2020-04-11,South Africa,Gauteng,1810,52,615,1143,7318
2020-04-11,South Africa,KwaZulu-Natal,499,17,302,180,4368
2020-04-11,South Africa,Western Cape,3499,142,2030,1327,5267
2020-04-12,India,Maharashtra,2821,97,2148,576,9043
2020-04-12,India,Kerala,3410,104,611,2695,9323
2020-04-12,India,Delhi,3083,47,2203,833,11841
2020-04-12,USA,New York,1974,28,615,1331,5339
2020-04-12,USA,California,3793,14,2303,1476,11554
2020-04-12,USA,Texas,3412,142,2170,1100,6608
2020-04-12,Brazil,São Paulo,3181,62,1044,2075,7512
2020-04-12,Brazil,Rio de Janeiro,2705,20,1842,843,9784
2020-04-12,Brazil,Bahia,757,34,195,528,2601
2020-04-12,Italy,Lombardy,2199,48,161,1990,4391
2020-04-12,Italy,Lazio,1541,75,1375,91,6096
2020-04-12,Italy,Veneto,3927,53,3561,313,10382
2020-04-12,South Africa,Gauteng,2483,122,62,2299,6953
2020-04-12,South Africa,KwaZulu-Natal,1556,15,1529,12,10402
2020-04-12,South Africa,Western Cape,1987,89,1237,661,6337
2020-04-13,India,Maharashtra,3249,61,2261,927,9518
2020-04-13,India,Kerala,2318,48,1909,361,12061
2020-04-13,India,Delhi,2943,78,1071,1794,9835
2020-04-13,USA,New York,4200,127,1908,2165,6815
2020-04-13,USA,California,3846,81,3745,20,8174
2020-04-13,USA,Texas,3036,80,1695,1261,4785
2020-04-13,Brazil,São Paulo,4608,221,1812,2575,7998
2020-04-13,Brazil,Rio de Janeiro,132,2,106,24,5968
2020-04-13,Brazil,Bahia,1248,12,675,561,6016
2020-04-13,Italy,Lombardy,3111,145,1006,1960,12291
2020-04-13,Italy,Lazio,4510,167,2765,1578,9726
2020-04-13,Italy,Veneto,4002,185,2628,1189,13039
2020-04-13,South Africa,Gauteng,3775,43,3001,731,10545
2020-04-13,South Africa,KwaZulu-Natal,1386,17,1119,250,10386
2020-04-13,South Africa,Western Cape,1507,69,1314,124,3469
2020-04-14,India,Maharashtra,4292,8,608,3676,6086
2020-04-14,India,Kerala,52,1,8,43,4843
2020-04-14,India,Delhi,556,22,154,380,1705
2020-04-14,USA,New York,1791,64,933,794,8905
2020-04-14,USA,California,495,19,326,150,9411
2020-04-14,USA,Texas,3996,4,27,3965,13715
2020-04-14,Brazil,São Paulo,4519,105,97,4317,5793
2020-04-14,Brazil,Rio de Janeiro,4336,184,2250,1902,14113
2020-04-14,Brazil,Bahia,2348,2,2057,289,10402
2020-04-14,Italy,Lombardy,1468,13,197,1258,11059
2020-04-14,Italy,Lazio,1219,15,393,811,10844
2020-04-14,Italy,Veneto,2067,45,547,1475,9569
2020-04-14,South Africa,Gauteng,647,23,415,209,9167
2020-04-14,South Africa,KwaZulu-Natal,4628,62,1850,2716,10542
2020-04-14,South Africa,Western Cape,660,2,95,563,8300
2020-04-15,India,Maharashtra,3106,96,2263,747,11904
2020-04-15,India,Kerala,459,20,4,435,4266
2020-04-15,India,Delhi,677,31,444,202,7104
2020-04-15,USA,New York,4635,219,781,3635,14288
2020-04-15,USA,California,348,7,108,233,9138
2020-04-15,USA,Texas,2220,5,304,1911,7813
2020-04-15,Brazil,São Paulo,4448,144,269,4035,8386
2020-04-15,Brazil,Rio de Janeiro,2576,4,848,1724,5938
2020-04-15,Brazil,Bahia,3262,19,1225,2018,6923
2020-04-15,Italy,Lombardy,4619,61,3187,1371,14475
2020-04-15,Italy,Lazio,2717,98,573,2046,5001
2020-04-15,Italy,Veneto,4102,190,1416,2496,5981
2020-04-15,South Africa,Gauteng,800,27,237,536,3045
2020-04-15,South Africa,KwaZulu-Natal,2790,101,1336,1353,4275
2020-04-15,South Africa,Western Cape,2239,100,1845,294,11277
2020-04-16,India,Maharashtra,1868,45,1132,691,9018
2020-04-16,India,Kerala,3537,47,2784,706,10764
2020-04-16,India,Delhi,702,18,252,432,2906
2020-04-16,USA,New York,672,17,157,498,7897
2020-04-16,USA,California,1263,49,648,566,8172
2020-04-16,USA,Texas,872,5,5,862,6922
2020-04-16,Brazil,São Paulo,3643,92,3118,433,9062
2020-04-16,Brazil,Rio de Janeiro,837,8,89,740,4907
2020-04-16,Brazil,Bahia,3530,114,2281,1135,12925
2020-04-16,Italy,Lombardy,3342,26,107,3209,5810
2020-04-16,Italy,Lazio,2899,141,381,2377,9214
2020-04-16,Italy,Veneto,3155,3,1195,1957,10934
2020-04-16,South Africa,Gauteng,3176,21,2968,187,8153
2020-04-16,South Africa,KwaZulu-Natal,4685,133,1389,3163,11922
2020-04-16,South Africa,Western Cape,1388,17,550,821,7321
2020-04-17,India,Maharashtra,2198,63,597,1538,4234
2020-04-17,India,Kerala,1369,55,565,749,9268
2020-04-17,India,Delhi,2455,61,315,2079,9371
2020-04-17,USA,New York,2061,31,1476,554,11184
2020-04-17,USA,California,4864,157,1601,3106,13365
2020-04-17,USA,Texas,876,8,311,557,1986
2020-04-17,Brazil,São Paulo,3241,85,2540,616,10465
2020-04-17,Brazil,Rio de Janeiro,2699,112,1371,1216,10754
2020-04-17,Brazil,Bahia,4869,34,2461,2374,11122
2020-04-17,Italy,Lombardy,4941,242,1645,3054,13789
2020-04-17,Italy,Lazio,2573,45,1631,897,8801
2020-04-17,Italy,Veneto,2387,94,2011,282,7358
2020-04-17,South Africa,Gauteng,2669,96,1148,1425,10106
2020-04-17,South Africa,KwaZulu-Natal,2990,29,2309,652,7263
2020-04-17,South Africa,Western Cape,4851,139,1473,3239,6291
2020-04-18,India,Maharashtra,3781,181,858,2742,11964
2020-04-18,India,Kerala,2386,106,283,1997,10089
2020-04-18,India,Delhi,4090,35,2594,1461,10051
2020-04-18,USA,New York,1982,32,1348,602,5507
2020-04-18,USA,California,3466,96,302,3068,11823
2020-04-18,USA,Texas,4898,122,4769,7,12464
2020-04-18,Brazil,São Paulo,4377,129,3426,822,14284
2020-04-18,Brazil,Rio de Janeiro,301,11,274,16,2693
2020-04-18,Brazil,Bahia,895,15,673,207,7711
2020-04-18,Italy,Lombardy,1362,5,1153,204,8909
2020-04-18,Italy,Lazio,2716,110,433,2173,3888
2020-04-18,Italy,Veneto,807,16,227,564,10173
2020-04-18,South Africa,Gauteng,4249,142,1810,2297,12552
2020-04-18,South Africa,KwaZulu-Natal,3064,100,1896,1068,12263
2020-04-18,South Africa,Western Cape,1234,22,50,1162,10143
2020-04-19,India,Maharashtra,856,18,425,413,3262
2020-04-19,India,Kerala,950,46,145,759,7657
2020-04-19,India,Delhi,2555,87,1865,603,6944
2020-04-19,USA,New York,4268,123,2853,1292,13069
2020-04-19,USA,California,799,28,739,32,9211
2020-04-19,USA,Texas,2612,17,1229,1366,4344
2020-04-19,Brazil,São Paulo,942,1,869,72,7562
2020-04-19,Brazil,Rio de Janeiro,895,43,819,33,4587
2020-04-19,Brazil,Bahia,1998,66,357,1575,5621
2020-04-19,Italy,Lombardy,2711,109,1892,710,7509
2020-04-19,Italy,Lazio,3318,161,755,2402,7371
2020-04-19,Italy,Veneto,3540,101,119,3320,7772
2020-04-19,South Africa,Gauteng,3682,151,1759,1772,11052
2020-04-19,South Africa,KwaZulu-Natal,36,0,13,23,5596
2020-04-19,South Africa,Western Cape,512,18,52,442,10308
2020-04-20,India,Maharashtra,1531,46,667,818,5759
2020-04-20,India,Kerala,3748,29,1074,2645,12767
2020-04-20,India,Delhi,4323,163,2567,1593,11690
2020-04-20,USA,New York,3215,150,467,2598,9915
2020-04-20,USA,California,2883,117,2528,238,6709
2020-04-20,USA,Texas,2436,117,347,1972,5630
2020-04-20,Brazil,São Paulo,2565,30,977,1558,8568
2020-04-20,Brazil,Rio de Janeiro,958,11,382,565,4274
2020-04-20,Brazil,Bahia,4184,99,1713,2372,7442
2020-04-20,Italy,Lombardy,4708,98,3465,1145,8751
2020-04-20,Italy,Lazio,3986,162,2201,1623,7824
2020-04-20,Italy,Veneto,4545,42,4011,492,10277
2020-04-20,South Africa,Gauteng,1149,11,644,494,9538
2020-04-20,South Africa,KwaZulu-Natal,439,11,4,424,9378
2020-04-20,South Africa,Western Cape,1118,12,786,320,10399
2020-04-21,India,Maharashtra,4054,104,2804,1146,13110
2020-04-21,India,Kerala,3404,113,2001,1290,7144
2020-04-21,India,Delhi,677,1,225,451,6462
2020-04-21,USA,New York,267,4,115,148,10075
2020-04-21,USA,California,2364,21,1873,470,11479
2020-04-21,USA,Texas,4503,130,927,3446,7374
2020-04-21,Brazil,São Paulo,2194,99,1502,593,12074
2020-04-21,Brazil,Rio de Janeiro,340,14,279,47,4920
2020-04-21,Brazil,Bahia,3482,26,3014,442,8537
2020-04-21,Italy,Lombardy,2438,111,132,2195,10806
2020-04-21,Italy,Lazio,2152,44,356,1752,10345
2020-04-21,Italy,Veneto,961,15,214,732,7705
2020-04-21,South Africa,Gauteng,4999,161,3507,1331,8718
2020-04-21,South Africa,KwaZulu-Natal,1140,50,423,667,5530
2020-04-21,South Africa,Western Cape,486,18,179,289,10206
2020-04-22,India,Maharashtra,2302,76,2206,20,6060
2020-04-22,India,Kerala,2651,74,1185,1392,8031
2020-04-22,India,Delhi,4214,173,3338,703,6774
2020-04-22,USA,New York,1110,48,842,220,3081
2020-04-22,USA,California,2271,110,519,1642,5445
2020-04-22,USA,Texas,2045,18,1456,571,8322
2020-04-22,Brazil,São Paulo,2027,97,1727,203,9461
2020-04-22,Brazil,Rio de Janeiro,4009,36,2365,1608,9411
2020-04-22,Brazil,Bahia,3393,96,1851,1446,5630
2020-04-22,Italy,Lombardy,762,25,527,210,6320
2020-04-22,Italy,Lazio,3023,116,1999,908,9385
2020-04-22,Italy,Veneto,4767,0,763,4004,13278
2020-04-22,South Africa,Gauteng,2934,16,2189,729,10450
2020-04-22,South Africa,KwaZulu-Natal,1784,54,1689,41,6254
2020-04-22,South Africa,Western Cape,4052,68,1322,2662,9698
2020-04-23,India,Maharashtra,2766,33,2318,415,11717
2020-04-23,India,Kerala,2815,12,188,2615,5446
2020-04-23,India,Delhi,3764,4,508,3252,7352
2020-04-23,USA,New York,3615,116,2,3497,11624
2020-04-23,USA,California,1657,16,1331,310,7602
2020-04-23,USA,Texas,1302,35,191,1076,8207
2020-04-23,Brazil,São Paulo,2051,10,761,1280,5762
2020-04-23,Brazil,Rio de Janeiro,424,12,320,92,6429
2020-04-23,Brazil,Bahia,1918,54,1342,522,4412
2020-04-23,Italy,Lombardy,779,0,218,561,9591
2020-04-23,Italy,Lazio,638,8,607,23,5343
2020-04-23,Italy,Veneto,4255,174,1822,2259,5407
2020-04-23,South Africa,Gauteng,66,2,15,49,7985
2020-04-23,South Africa,KwaZulu-Natal,1082,30,145,907,5833
2020-04-23,South Africa,Western Cape,3138,22,2993,123,5816
2020-04-24,India,Maharashtra,845,20,376,449,6747
2020-04-24,India,Kerala,1123,24,272,827,4463
2020-04-24,India,Delhi,560,16,8,536,4248
2020-04-24,USA,New York,3605,89,2959,557,8095
2020-04-24,USA,California,1240,58,843,339,9488
2020-04-24,USA,Texas,1779,11,205,1563,5072
2020-04-24,Brazil,São Paulo,1008,37,747,224,8299
2020-04-24,Brazil,Rio de Janeiro,2879,109,1288,1482,6169
2020-04-24,Brazil,Bahia,2029,35,1320,674,4409
2020-04-24,Italy,Lombardy,2032,70,1230,732,7700
2020-04-24,Italy,Lazio,219,10,77,132,4585
2020-04-24,Italy,Veneto,4241,155,2087,1999,8331
2020-04-24,South Africa,Gauteng,3209,75,2646,488,5103
2020-04-24,South Africa,KwaZulu-Natal,1960,63,790,1107,4807
2020-04-24,South Africa,Western Cape,1974,63,1306,605,4137
2020-04-25,India,Maharashtra,4327,3,2958,1366,10512
2020-04-25,India,Kerala,1081,24,861,196,8067
2020-04-25,India,Delhi,4475,174,1415,2886,13192
2020-04-25,USA,New York,597,0,69,528,1822
2020-04-25,USA,California,2147,27,163,1957,4137
2020-04-25,USA,Texas,3260,129,1173,1958,12469
2020-04-25,Brazil,São Paulo,3403,108,2874,421,10993
2020-04-25,Brazil,Rio de Janeiro,675,9,284,382,3044
2020-04-25,Brazil,Bahia,2538,10,2094,434,6867
2020-04-25,Italy,Lombardy,1272,41,800,431,3355
2020-04-25,Italy,Lazio,2540,111,977,1452,4488
2020-04-25,Italy,Veneto,2002,11,1893,98,10120
2020-04-25,South Africa,Gauteng,950,29,626,295,2851
2020-04-25,South Africa,KwaZulu-Natal,2533,85,719,1729,5489
2020-04-25,South Africa,Western Cape,103,5,17,81,1288
2020-04-26,India,Maharashtra,1342,63,710,569,10910
2020-04-26,India,Kerala,4237,200,3368,669,9484
2020-04-26,India,Delhi,1367,47,259,1061,6770
2020-04-26,USA,New York,967,1,343,623,9001
2020-04-26,USA,California,2228,67,261,1900,7536
2020-04-26,USA,Texas,4723,160,631,3932,13851
2020-04-26,Brazil,São Paulo,3728,130,1475,2123,5636
2020-04-26,Brazil,Rio de Janeiro,4092,145,683,3264,11116
2020-04-26,Brazil,Bahia,1288,32,210,1046,4177
2020-04-26,Italy,Lombardy,1871,65,5,1801,3592
2020-04-26,Italy,Lazio,100,1,5,94,8829
2020-04-26,Italy,Veneto,2981,98,614,2269,6913
2020-04-26,South Africa,Gauteng,289,8,214,67,4967
2020-04-26,South Africa,KwaZulu-Natal,2636,63,1704,869,8877
2020-04-26,South Africa,Western Cape,2222,105,319,1798,9330
2020-04-27,India,Maharashtra,978,32,689,257,2840
2020-04-27,India,Kerala,1469,28,1056,385,3221
2020-04-27,India,Delhi,3284,17,1905,1362,8909
2020-04-27,USA,New York,2545,83,353,2109,11028
2020-04-27,USA,California,65,2,25,38,5842
2020-04-27,USA,Texas,4618,200,2489,1929,9592
2020-04-27,Brazil,São Paulo,3800,94,2423,1283,12883
2020-04-27,Brazil,Rio de Janeiro,1600,69,502,1029,5066
2020-04-27,Brazil,Bahia,52,1,1,50,4869
2020-04-27,Italy,Lombardy,4436,88,78,4270,10924
2020-04-27,Italy,Lazio,11,0,11,0,6049
2020-04-27,Italy,Veneto,851,13,542,296,5753
2020-04-27,South Africa,Gauteng,3439,125,245,3069,6771
2020-04-27,South Africa,KwaZulu-Natal,2292,11,179,2102,7084
2020-04-27,South Africa,Western Cape,4257,105,3051,1101,12768
2020-04-28,India,Maharashtra,695,6,517,172,3882
2020-04-28,India,Kerala,3230,19,2424,787,5250
2020-04-28,India,Delhi,3563,169,535,2859,8442
2020-04-28,USA,New York,2389,33,1290,1066,9827
2020-04-28,USA,California,2672,81,1854,737,8127
2020-04-28,USA,Texas,1913,9,415,1489,5143
2020-04-28,Brazil,São Paulo,4789,27,1273,3489,7520
2020-04-28,Brazil,Rio de Janeiro,1346,57,954,335,7491
2020-04-28,Brazil,Bahia,3330,30,2195,1105,10200
2020-04-28,Italy,Lombardy,1700,57,631,1012,10291
2020-04-28,Italy,Lazio,2170,15,370,1785,5752
2020-04-28,Italy,Veneto,2492,105,165,2222,7014
2020-04-28,South Africa,Gauteng,2685,37,373,2275,7751
2020-04-28,South Africa,KwaZulu-Natal,2914,101,2103,710,4716
2020-04-28,South Africa,Western Cape,2448,33,712,1703,3957
2020-04-29,India,Maharashtra,3312,115,2277,920,8405
2020-04-29,India,Kerala,775,29,104,642,4065
2020-04-29,India,Delhi,994,0,63,931,5635
2020-04-29,USA,New York,1070,12,820,238,8168
2020-04-29,USA,California,688,16,76,596,2045
2020-04-29,USA,Texas,528,6,454,68,3638
2020-04-29,Brazil,São Paulo,753,21,125,607,2452
